origin,frequency,relative_frequency
PUW,143,6.0838197198294656e-05
TER,142,6.0412755259845045e-05
MVW,142,6.0412755259845045e-05
PPC,142,6.0412755259845045e-05
GLH,141,5.998731332139543e-05
AIA,141,5.998731332139543e-05
INL,141,5.998731332139543e-05
DOF,141,5.998731332139543e-05
LBL,140,5.956187138294582e-05
BHB,140,5.956187138294582e-05
SCU,140,5.956187138294582e-05
SKF,140,5.956187138294582e-05
QMA,140,5.956187138294582e-05
UST,139,5.9136429444496204e-05
KMY,139,5.9136429444496204e-05
WST,139,5.9136429444496204e-05
OXC,138,5.871098750604659e-05
JMS,138,5.871098750604659e-05
SLE,138,5.871098750604659e-05
CDR,137,5.828554556759698e-05
HNM,136,5.786010362914737e-05
SIN,136,5.786010362914737e-05
PRC,135,5.743466169069776e-05
LAR,135,5.743466169069776e-05
FTW,135,5.743466169069776e-05
REC,134,5.700921975224814e-05
ORL,134,5.700921975224814e-05
ACC,134,5.700921975224814e-05
DCK,134,5.700921975224814e-05
AOO,133,5.658377781379853e-05
OAX,133,5.658377781379853e-05
SMN,133,5.658377781379853e-05
CEM,132,5.6158335875348916e-05
RIW,132,5.6158335875348916e-05
BOM,132,5.6158335875348916e-05
MUE,132,5.6158335875348916e-05
MZJ,132,5.6158335875348916e-05
TLJ,132,5.6158335875348916e-05
NEV,131,5.5732893936899305e-05
YKF,131,5.5732893936899305e-05
VIS,131,5.5732893936899305e-05
ALS,131,5.5732893936899305e-05
LKK,131,5.5732893936899305e-05
SDM,131,5.5732893936899305e-05
CTS,130,5.5307451998449686e-05
TKK,130,5.5307451998449686e-05
MSL,130,5.5307451998449686e-05
CNM,130,5.5307451998449686e-05
MNZ,129,5.4882010060000075e-05
DUJ,129,5.4882010060000075e-05
RUH,127,5.403112618310085e-05
BHX,127,5.403112618310085e-05
PAH,126,5.360568424465124e-05
JRF,125,5.318024230620162e-05
SUU,124,5.275480036775201e-05
DKR,124,5.275480036775201e-05
VEL,123,5.23293584293024e-05
HGH,123,5.23293584293024e-05
RIL,122,5.190391649085279e-05
SVC,121,5.147847455240317e-05
OLF,121,5.147847455240317e-05
WRI,121,5.147847455240317e-05
PDL,120,5.105303261395356e-05
DSI,120,5.105303261395356e-05
HOB,119,5.0627590675503946e-05
MTX,119,5.0627590675503946e-05
BQK,118,5.0202148737054335e-05
MTH,117,4.977670679860472e-05
WHD,117,4.977670679860472e-05
TEK,115,4.8925822921705493e-05
CMN,114,4.850038098325588e-05
ANB,114,4.850038098325588e-05
BLA,113,4.807493904480627e-05
BEL,113,4.807493904480627e-05
SLK,112,4.764949710635666e-05
MKL,112,4.764949710635666e-05
CNO,112,4.764949710635666e-05
YAP,112,4.764949710635666e-05
KWF,111,4.722405516790704e-05
CNF,111,4.722405516790704e-05
ZNC,111,4.722405516790704e-05
RME,111,4.722405516790704e-05
DDC,111,4.722405516790704e-05
BFS,111,4.722405516790704e-05
CGI,110,4.679861322945743e-05
MPB,110,4.679861322945743e-05
HYS,110,4.679861322945743e-05
INT,109,4.637317129100782e-05
VCV,109,4.637317129100782e-05
GBH,109,4.637317129100782e-05
LMA,108,4.5947729352558206e-05
AHN,108,4.5947729352558206e-05
HHN,108,4.5947729352558206e-05
HRO,108,4.5947729352558206e-05
IAB,107,4.552228741410859e-05
CXI,107,4.552228741410859e-05
MWA,107,4.552228741410859e-05
CLD,106,4.5096845475658976e-05
BIF,105,4.4671403537209365e-05
CNY,105,4.4671403537209365e-05
DOV,105,4.4671403537209365e-05
YYR,104,4.424596159875975e-05
NC1,104,4.424596159875975e-05
AKB,103,4.382051966031014e-05
IWD,103,4.382051966031014e-05
CAP,102,4.3395077721860523e-05
RKD,102,4.3395077721860523e-05
CZN,102,4.3395077721860523e-05
ILG,101,4.296963578341091e-05
YQG,101,4.296963578341091e-05
ELD,101,4.296963578341091e-05
CVN,101,4.296963578341091e-05
UMT,100,4.25441938449613e-05
NUQ,100,4.25441938449613e-05
TAR,100,4.25441938449613e-05
BTM,100,4.25441938449613e-05
PBK,99,4.211875190651169e-05
NBW,99,4.211875190651169e-05
FGI,99,4.211875190651169e-05
PAQ,99,4.211875190651169e-05
JHW,99,4.211875190651169e-05
VLD,98,4.169330996806207e-05
CGF,97,4.126786802961246e-05
TIJ,97,4.126786802961246e-05
NSB,96,4.084242609116285e-05
VRA,96,4.084242609116285e-05
UIN,94,3.9991542214263625e-05
BFD,93,3.9566100275814006e-05
TEX,93,3.9566100275814006e-05
ATY,92,3.9140658337364395e-05
HOT,92,3.9140658337364395e-05
VKO,92,3.9140658337364395e-05
VER,92,3.9140658337364395e-05
MSS,91,3.871521639891478e-05
ART,91,3.871521639891478e-05
UPN,90,3.828977446046517e-05
ZXN,90,3.828977446046517e-05
SDY,90,3.828977446046517e-05
AUG,90,3.828977446046517e-05
FNR,90,3.828977446046517e-05
EKO,90,3.828977446046517e-05
WUH,89,3.7864332522015553e-05
EKA,89,3.7864332522015553e-05
OPO,88,3.743889058356594e-05
ISO,88,3.743889058356594e-05
YQM,88,3.743889058356594e-05
FKL,88,3.743889058356594e-05
OCF,87,3.701344864511633e-05
BVY,87,3.701344864511633e-05
RUT,87,3.701344864511633e-05
CSX,87,3.701344864511633e-05
DWH,87,3.701344864511633e-05
APW,87,3.701344864511633e-05
AXM,87,3.701344864511633e-05
CFG,86,3.658800670666672e-05
NNK,86,3.658800670666672e-05
UXR,86,3.658800670666672e-05
FOR,86,3.658800670666672e-05
A29,85,3.616256476821711e-05
GDV,85,3.616256476821711e-05
SVD,84,3.573712282976749e-05
TAM,82,3.4886238952868266e-05
FID,82,3.4886238952868266e-05
NPT,81,3.4460797014418655e-05
TKF,81,3.4460797014418655e-05
MCK,80,3.403535507596904e-05
RWI,80,3.403535507596904e-05
TDF,80,3.403535507596904e-05
MVL,80,3.403535507596904e-05
TAO,79,3.3609913137519425e-05
KWI,79,3.3609913137519425e-05
MBL,79,3.3609913137519425e-05
SHR,79,3.3609913137519425e-05
PRG,78,3.318447119906981e-05
SMO,77,3.27590292606202e-05
PTD,77,3.27590292606202e-05
RLU,76,3.233358732217059e-05
CKX,76,3.233358732217059e-05
BWD,75,3.190814538372097e-05
ACA,75,3.190814538372097e-05
NKG,75,3.190814538372097e-05
PNI,75,3.190814538372097e-05
BJC,75,3.190814538372097e-05
JBR,74,3.148270344527136e-05
HKY,74,3.148270344527136e-05
CAI,73,3.105726150682175e-05
TBN,73,3.105726150682175e-05
BIH,73,3.105726150682175e-05
A20,73,3.105726150682175e-05
GGW,73,3.105726150682175e-05
ALW,72,3.063181956837214e-05
MVD,72,3.063181956837214e-05
VIK,72,3.063181956837214e-05
EDF,71,3.0206377629922522e-05
BUD,70,2.978093569147291e-05
FVQ,70,2.978093569147291e-05
BTL,70,2.978093569147291e-05
SLU,69,2.9355493753023296e-05
IYK,69,2.9355493753023296e-05
HKB,69,2.9355493753023296e-05
SDJ,68,2.8930051814573685e-05
A1K,68,2.8930051814573685e-05
CKG,68,2.8930051814573685e-05
ECG,68,2.8930051814573685e-05
BDR,68,2.8930051814573685e-05
UKI,67,2.850460987612407e-05
CEF,67,2.850460987612407e-05
OSC,67,2.850460987612407e-05
RAR,67,2.850460987612407e-05
SOW,67,2.850460987612407e-05
VVI,67,2.850460987612407e-05
CIC,66,2.8079167937674458e-05
TRM,66,2.8079167937674458e-05
VQQ,66,2.8079167937674458e-05
CDL,66,2.8079167937674458e-05
KQA,65,2.7653725999224843e-05
MXY,65,2.7653725999224843e-05
ZXH,64,2.7228284060775232e-05
COE,64,2.7228284060775232e-05
WCR,64,2.7228284060775232e-05
TAB,64,2.7228284060775232e-05
SUA,64,2.7228284060775232e-05
NCL,63,2.680284212232562e-05
SKJ,63,2.680284212232562e-05
RAI,63,2.680284212232562e-05
NCN,63,2.680284212232562e-05
MAZ,63,2.680284212232562e-05
DGB,62,2.6377400183876005e-05
CLU,62,2.6377400183876005e-05
PNE,62,2.6377400183876005e-05
KBP,62,2.6377400183876005e-05
SSB,62,2.6377400183876005e-05
IRK,62,2.6377400183876005e-05
CUL,61,2.5951958245426394e-05
EFD,61,2.5951958245426394e-05
DTO,61,2.5951958245426394e-05
DSS,61,2.5951958245426394e-05
UXK,61,2.5951958245426394e-05
SQL,61,2.5951958245426394e-05
HIK,60,2.552651630697678e-05
MYK,60,2.552651630697678e-05
FAQ,60,2.552651630697678e-05
SPB,60,2.552651630697678e-05
HVR,60,2.552651630697678e-05
RBN,59,2.5101074368527167e-05
CCR,59,2.5101074368527167e-05
AGC,59,2.5101074368527167e-05
WKK,59,2.5101074368527167e-05
FYV,59,2.5101074368527167e-05
YCD,59,2.5101074368527167e-05
OWD,59,2.5101074368527167e-05
HAM,59,2.5101074368527167e-05
A27,59,2.5101074368527167e-05
FVT,58,2.4675632430077552e-05
JRA,57,2.425019049162794e-05
POB,57,2.425019049162794e-05
FTY,57,2.425019049162794e-05
ZSA,57,2.425019049162794e-05
CHD,56,2.382474855317833e-05
BS3,54,2.2973864676279103e-05
VSA,54,2.2973864676279103e-05
RDG,54,2.2973864676279103e-05
TMB,54,2.2973864676279103e-05
AGP,54,2.2973864676279103e-05
BLM,53,2.2548422737829488e-05
MEO,53,2.2548422737829488e-05
VIJ,53,2.2548422737829488e-05
ZNA,53,2.2548422737829488e-05
GHB,53,2.2548422737829488e-05
ZXU,52,2.2122980799379877e-05
STP,52,2.2122980799379877e-05
OFU,52,2.2122980799379877e-05
HON,52,2.2122980799379877e-05
UAM,52,2.2122980799379877e-05
MRC,51,2.1697538860930262e-05
HLM,51,2.1697538860930262e-05
MTP,51,2.1697538860930262e-05
DQK,50,2.127209692248065e-05
NAP,50,2.127209692248065e-05
GHC,50,2.127209692248065e-05
AOS,50,2.127209692248065e-05
CSL,50,2.127209692248065e-05
RIX,49,2.0846654984031035e-05
LGU,49,2.0846654984031035e-05
KNB,49,2.0846654984031035e-05
YGG,48,2.0421213045581424e-05
DXR,48,2.0421213045581424e-05
GON,48,2.0421213045581424e-05
RSJ,48,2.0421213045581424e-05
TSS,47,1.9995771107131812e-05
CYM,47,1.9995771107131812e-05
GUS,47,1.9995771107131812e-05
PUL,46,1.9570329168682197e-05
HSH,46,1.9570329168682197e-05
BAF,46,1.9570329168682197e-05
ROG,46,1.9570329168682197e-05
BEG,46,1.9570329168682197e-05
C01,46,1.9570329168682197e-05
BMA,45,1.9144887230232586e-05
NHT,44,1.871944529178297e-05
SSA,44,1.871944529178297e-05
NEW,44,1.871944529178297e-05
ADW,44,1.871944529178297e-05
VZY,43,1.829400335333336e-05
RNT,43,1.829400335333336e-05
SGR,43,1.829400335333336e-05
DSA,43,1.829400335333336e-05
HUF,43,1.829400335333336e-05
LZU,42,1.7868561414883745e-05
VGT,42,1.7868561414883745e-05
BBU,42,1.7868561414883745e-05
CXY,41,1.7443119476434133e-05
LIN,41,1.7443119476434133e-05
NY7,41,1.7443119476434133e-05
DME,41,1.7443119476434133e-05
WRL,41,1.7443119476434133e-05
RMS,40,1.701767753798452e-05
LCI,40,1.701767753798452e-05
LAD,40,1.701767753798452e-05
ASD,40,1.701767753798452e-05
FPR,40,1.701767753798452e-05
HAN,40,1.701767753798452e-05
TNA,39,1.6592235599534907e-05
CME,39,1.6592235599534907e-05
PSF,39,1.6592235599534907e-05
SAC,39,1.6592235599534907e-05
IGM,39,1.6592235599534907e-05
GAI,39,1.6592235599534907e-05
MHV,38,1.6166793661085295e-05
A03,38,1.6166793661085295e-05
XMN,38,1.6166793661085295e-05
KRK,38,1.6166793661085295e-05
BQH,38,1.6166793661085295e-05
FOC,37,1.574135172263568e-05
BGO,37,1.574135172263568e-05
PSA,37,1.574135172263568e-05
DQH,37,1.574135172263568e-05
BFB,37,1.574135172263568e-05
TSG,36,1.531590978418607e-05
ENN,36,1.531590978418607e-05
YHU,36,1.531590978418607e-05
DET,36,1.531590978418607e-05
DIO,36,1.531590978418607e-05
PA5,35,1.4890467845736455e-05
JZE,35,1.4890467845736455e-05
DQU,34,1.4465025907286842e-05
KHV,34,1.4465025907286842e-05
ASN,34,1.4465025907286842e-05
UGB,34,1.4465025907286842e-05
YQA,34,1.4465025907286842e-05
KHI,34,1.4465025907286842e-05
HKS,33,1.4039583968837229e-05
PIK,33,1.4039583968837229e-05
OTP,33,1.4039583968837229e-05
LVD,33,1.4039583968837229e-05
GYR,33,1.4039583968837229e-05
SXQ,33,1.4039583968837229e-05
VWK,33,1.4039583968837229e-05
LSV,32,1.3614142030387616e-05
GTB,32,1.3614142030387616e-05
BC5,32,1.3614142030387616e-05
DCU,32,1.3614142030387616e-05
A26,32,1.3614142030387616e-05
ISM,31,1.3188700091938003e-05
WSX,31,1.3188700091938003e-05
SVH,31,1.3188700091938003e-05
EEN,31,1.3188700091938003e-05
ISL,31,1.3188700091938003e-05
ME3,31,1.3188700091938003e-05
SAQ,30,1.276325815348839e-05
TUC,30,1.276325815348839e-05
PGS,30,1.276325815348839e-05
LEW,30,1.276325815348839e-05
GEK,30,1.276325815348839e-05
ORK,29,1.2337816215038776e-05
TBU,29,1.2337816215038776e-05
YXY,29,1.2337816215038776e-05
WSB,29,1.2337816215038776e-05
LIJ,28,1.1912374276589165e-05
LAL,28,1.1912374276589165e-05
COR,28,1.1912374276589165e-05
EIL,28,1.1912374276589165e-05
09A,27,1.1486932338139552e-05
PRB,27,1.1486932338139552e-05
WYS,27,1.1486932338139552e-05
SVN,27,1.1486932338139552e-05
MFD,27,1.1486932338139552e-05
LPS,27,1.1486932338139552e-05
N4Y,27,1.1486932338139552e-05
YXX,27,1.1486932338139552e-05
MVM,27,1.1486932338139552e-05
MYF,26,1.1061490399689938e-05
ZAZ,26,1.1061490399689938e-05
WKV,26,1.1061490399689938e-05
FWL,26,1.1061490399689938e-05
UBF,26,1.1061490399689938e-05
GFL,26,1.1061490399689938e-05
OKO,26,1.1061490399689938e-05
FQW,26,1.1061490399689938e-05
BRS,26,1.1061490399689938e-05
DTR,26,1.1061490399689938e-05
YYG,25,1.0636048461240325e-05
SVW,25,1.0636048461240325e-05
LRU,25,1.0636048461240325e-05
CTH,25,1.0636048461240325e-05
JZM,25,1.0636048461240325e-05
CIA,25,1.0636048461240325e-05
OST,25,1.0636048461240325e-05
PMO,24,1.0210606522790712e-05
RZE,24,1.0210606522790712e-05
MTN,24,1.0210606522790712e-05
NHZ,24,1.0210606522790712e-05
SCQ,24,1.0210606522790712e-05
WWA,24,1.0210606522790712e-05
06A,23,9.785164584341099e-06
QQB,23,9.785164584341099e-06
BBX,23,9.785164584341099e-06
BNF,23,9.785164584341099e-06
HFD,23,9.785164584341099e-06
DNA,23,9.785164584341099e-06
VVO,23,9.785164584341099e-06
CCZ,23,9.785164584341099e-06
NKX,23,9.785164584341099e-06
A72,22,9.359722645891485e-06
ESN,22,9.359722645891485e-06
ARA,22,9.359722645891485e-06
NIP,22,9.359722645891485e-06
NIN,22,9.359722645891485e-06
NAD,22,9.359722645891485e-06
MA2,22,9.359722645891485e-06
CON,22,9.359722645891485e-06
CIW,22,9.359722645891485e-06
OSU,22,9.359722645891485e-06
HIO,22,9.359722645891485e-06
YTP,21,8.934280707441872e-06
ZXF,21,8.934280707441872e-06
LNI,21,8.934280707441872e-06
PCA,21,8.934280707441872e-06
EGV,21,8.934280707441872e-06
SSI,21,8.934280707441872e-06
XIY,20,8.50883876899226e-06
PYM,20,8.50883876899226e-06
LPR,20,8.50883876899226e-06
DYR,20,8.50883876899226e-06
SYA,20,8.50883876899226e-06
CMB,20,8.50883876899226e-06
SXF,20,8.50883876899226e-06
LWM,20,8.50883876899226e-06
CXL,20,8.50883876899226e-06
ANR,20,8.50883876899226e-06
AZS,20,8.50883876899226e-06
YAZ,19,8.083396830542648e-06
A02,19,8.083396830542648e-06
MSV,19,8.083396830542648e-06
MIE,19,8.083396830542648e-06
CEB,19,8.083396830542648e-06
TVL,19,8.083396830542648e-06
WUX,19,8.083396830542648e-06
TCM,18,7.657954892093034e-06
FLT,18,7.657954892093034e-06
YPT,18,7.657954892093034e-06
DJN,18,7.657954892093034e-06
BS1,18,7.657954892093034e-06
YBL,18,7.657954892093034e-06
EHR,18,7.657954892093034e-06
SMA,18,7.657954892093034e-06
PSK,18,7.657954892093034e-06
NZC,18,7.657954892093034e-06
ENW,18,7.657954892093034e-06
OSN,18,7.657954892093034e-06
YPQ,18,7.657954892093034e-06
FMY,18,7.657954892093034e-06
WA6,18,7.657954892093034e-06
RBW,17,7.232512953643421e-06
SFJ,17,7.232512953643421e-06
AK7,17,7.232512953643421e-06
LYX,17,7.232512953643421e-06
PCT,17,7.232512953643421e-06
PKC,17,7.232512953643421e-06
PMI,17,7.232512953643421e-06
NUW,17,7.232512953643421e-06
SVG,17,7.232512953643421e-06
SGN,17,7.232512953643421e-06
PVS,17,7.232512953643421e-06
N2C,17,7.232512953643421e-06
MQI,17,7.232512953643421e-06
MRS,17,7.232512953643421e-06
QQY,17,7.232512953643421e-06
LBA,17,7.232512953643421e-06
UUK,16,6.807071015193808e-06
SBM,16,6.807071015193808e-06
TLS,16,6.807071015193808e-06
NJ1,16,6.807071015193808e-06
NJK,16,6.807071015193808e-06
PGO,16,6.807071015193808e-06
LAP,16,6.807071015193808e-06
SOP,16,6.807071015193808e-06
CYB,16,6.807071015193808e-06
POA,16,6.807071015193808e-06
HOP,16,6.807071015193808e-06
MUO,16,6.807071015193808e-06
AND,16,6.807071015193808e-06
CNS,16,6.807071015193808e-06
BCE,16,6.807071015193808e-06
OXR,16,6.807071015193808e-06
YHH,16,6.807071015193808e-06
GBD,16,6.807071015193808e-06
GSH,15,6.381629076744195e-06
WA7,15,6.381629076744195e-06
YRQ,15,6.381629076744195e-06
TAS,15,6.381629076744195e-06
YFB,15,6.381629076744195e-06
SWD,15,6.381629076744195e-06
TKA,15,6.381629076744195e-06
GMP,15,6.381629076744195e-06
YCL,15,6.381629076744195e-06
FKB,15,6.381629076744195e-06
DVT,15,6.381629076744195e-06
NBO,15,6.381629076744195e-06
IBZ,15,6.381629076744195e-06
VGC,15,6.381629076744195e-06
CO1,15,6.381629076744195e-06
BC7,15,6.381629076744195e-06
AIK,15,6.381629076744195e-06
DMA,14,5.956187138294582e-06
SEE,14,5.956187138294582e-06
TZN,14,5.956187138294582e-06
LKP,14,5.956187138294582e-06
NV5,14,5.956187138294582e-06
YSJ,14,5.956187138294582e-06
YBW,14,5.956187138294582e-06
LFI,14,5.956187138294582e-06
XCR,14,5.956187138294582e-06
WA1,14,5.956187138294582e-06
NQX,14,5.956187138294582e-06
ZXA,14,5.956187138294582e-06
SHE,14,5.956187138294582e-06
DHB,14,5.956187138294582e-06
YWS,14,5.956187138294582e-06
MLA,14,5.956187138294582e-06
GLR,14,5.956187138294582e-06
CWF,14,5.956187138294582e-06
YPD,14,5.956187138294582e-06
AZ7,13,5.530745199844969e-06
OLB,13,5.530745199844969e-06
PEI,13,5.530745199844969e-06
PBX,13,5.530745199844969e-06
VLN,13,5.530745199844969e-06
A04,13,5.530745199844969e-06
LPL,13,5.530745199844969e-06
F70,13,5.530745199844969e-06
HFE,13,5.530745199844969e-06
MCC,13,5.530745199844969e-06
HWD,13,5.530745199844969e-06
A2K,13,5.530745199844969e-06
6B0,13,5.530745199844969e-06
SFM,13,5.530745199844969e-06
TN4,13,5.530745199844969e-06
VT1,13,5.530745199844969e-06
SFH,13,5.530745199844969e-06
YZF,13,5.530745199844969e-06
SEG,12,5.105303261395356e-06
BZZ,12,5.105303261395356e-06
SID,12,5.105303261395356e-06
HMN,12,5.105303261395356e-06
HGZ,12,5.105303261395356e-06
LNA,12,5.105303261395356e-06
YOC,12,5.105303261395356e-06
YLS,12,5.105303261395356e-06
GOT,12,5.105303261395356e-06
GED,12,5.105303261395356e-06
MSJ,12,5.105303261395356e-06
A50,12,5.105303261395356e-06
A52,12,5.105303261395356e-06
A63,12,5.105303261395356e-06
WVL,12,5.105303261395356e-06
NTD,12,5.105303261395356e-06
JZI,12,5.105303261395356e-06
OHC,12,5.105303261395356e-06
DMN,12,5.105303261395356e-06
UOX,12,5.105303261395356e-06
AOH,12,5.105303261395356e-06
QQU,12,5.105303261395356e-06
AUO,12,5.105303261395356e-06
SAA,12,5.105303261395356e-06
TLF,12,5.105303261395356e-06
LDE,11,4.679861322945743e-06
RSN,11,4.679861322945743e-06
BSL,11,4.679861322945743e-06
ONN,11,4.679861322945743e-06
RTM,11,4.679861322945743e-06
ON1,11,4.679861322945743e-06
CBA,11,4.679861322945743e-06
A01,11,4.679861322945743e-06
MDH,11,4.679861322945743e-06
OCA,11,4.679861322945743e-06
SQA,11,4.679861322945743e-06
DQG,11,4.679861322945743e-06
BYH,11,4.679861322945743e-06
JVL,11,4.679861322945743e-06
CDW,11,4.679861322945743e-06
AZ1,10,4.25441938449613e-06
UT1,10,4.25441938449613e-06
CEU,10,4.25441938449613e-06
OKJ,10,4.25441938449613e-06
SEN,10,4.25441938449613e-06
BLL,10,4.25441938449613e-06
SFZ,10,4.25441938449613e-06
KPC,10,4.25441938449613e-06
BLQ,10,4.25441938449613e-06
JRB,10,4.25441938449613e-06
MVN,10,4.25441938449613e-06
YJT,10,4.25441938449613e-06
RQI,10,4.25441938449613e-06
KKL,10,4.25441938449613e-06
NZY,10,4.25441938449613e-06
RAK,10,4.25441938449613e-06
TLN,10,4.25441938449613e-06
A6K,10,4.25441938449613e-06
YCK,10,4.25441938449613e-06
RCA,10,4.25441938449613e-06
LED,10,4.25441938449613e-06
ONH,10,4.25441938449613e-06
TRN,10,4.25441938449613e-06
WWD,10,4.25441938449613e-06
HIJ,10,4.25441938449613e-06
DRF,9,3.828977446046517e-06
CXO,9,3.828977446046517e-06
BAD,9,3.828977446046517e-06
P2A,9,3.828977446046517e-06
PAM,9,3.828977446046517e-06
UXP,9,3.828977446046517e-06
PHN,9,3.828977446046517e-06
CHI,9,3.828977446046517e-06
LLY,9,3.828977446046517e-06
CHR,9,3.828977446046517e-06
FDY,9,3.828977446046517e-06
NGB,9,3.828977446046517e-06
RQZ,9,3.828977446046517e-06
AVW,9,3.828977446046517e-06
MST,9,3.828977446046517e-06
KHN,9,3.828977446046517e-06
SCH,9,3.828977446046517e-06
SGD,9,3.828977446046517e-06
FAO,9,3.828977446046517e-06
GBR,9,3.828977446046517e-06
BKK,9,3.828977446046517e-06
IEV,9,3.828977446046517e-06
JZU,9,3.828977446046517e-06
BIO,9,3.828977446046517e-06
VOK,9,3.828977446046517e-06
OLM,9,3.828977446046517e-06
BHD,9,3.828977446046517e-06
BC9,9,3.828977446046517e-06
CFT,9,3.828977446046517e-06
MA4,9,3.828977446046517e-06
ORT,9,3.828977446046517e-06
LYS,9,3.828977446046517e-06
UDD,9,3.828977446046517e-06
KWA,9,3.828977446046517e-06
TIW,8,3.403535507596904e-06
LAM,8,3.403535507596904e-06
CHZ,8,3.403535507596904e-06
MQJ,8,3.403535507596904e-06
TSN,8,3.403535507596904e-06
JLA,8,3.403535507596904e-06
KLU,8,3.403535507596904e-06
CKV,8,3.403535507596904e-06
1B1,8,3.403535507596904e-06
PNH,8,3.403535507596904e-06
COF,8,3.403535507596904e-06
ZBM,8,3.403535507596904e-06
SDX,8,3.403535507596904e-06
KIJ,8,3.403535507596904e-06
YTM,8,3.403535507596904e-06
FVX,8,3.403535507596904e-06
MOD,8,3.403535507596904e-06
TN2,8,3.403535507596904e-06
FCM,8,3.403535507596904e-06
NQA,8,3.403535507596904e-06
TFS,8,3.403535507596904e-06
ASU,8,3.403535507596904e-06
MOS,8,3.403535507596904e-06
MDO,8,3.403535507596904e-06
BFT,8,3.403535507596904e-06
TTD,8,3.403535507596904e-06
LGC,8,3.403535507596904e-06
FRY,8,3.403535507596904e-06
AWK,8,3.403535507596904e-06
JXN,7,2.978093569147291e-06
HOW,7,2.978093569147291e-06
TPL,7,2.978093569147291e-06
MI7,7,2.978093569147291e-06
HBG,7,2.978093569147291e-06
GVL,7,2.978093569147291e-06
NUE,7,2.978093569147291e-06
AST,7,2.978093569147291e-06
YR1,7,2.978093569147291e-06
HBH,7,2.978093569147291e-06
NV6,7,2.978093569147291e-06
SNS,7,2.978093569147291e-06
YNK,7,2.978093569147291e-06
RAC,7,2.978093569147291e-06
QQT,7,2.978093569147291e-06
SPU,7,2.978093569147291e-06
PWA,7,2.978093569147291e-06
MPV,7,2.978093569147291e-06
SSC,7,2.978093569147291e-06
YQY,7,2.978093569147291e-06
YZT,7,2.978093569147291e-06
DBV,7,2.978093569147291e-06
UES,7,2.978093569147291e-06
SZL,7,2.978093569147291e-06
VPZ,7,2.978093569147291e-06
A30,7,2.978093569147291e-06
GTY,7,2.978093569147291e-06
AK5,7,2.978093569147291e-06
OLS,7,2.978093569147291e-06
OLV,7,2.978093569147291e-06
SZG,7,2.978093569147291e-06
AK6,7,2.978093569147291e-06
KCR,7,2.978093569147291e-06
LSF,7,2.978093569147291e-06
OPH,7,2.978093569147291e-06
WTD,7,2.978093569147291e-06
HAR,7,2.978093569147291e-06
A75,7,2.978093569147291e-06
KSA,7,2.978093569147291e-06
FTG,7,2.978093569147291e-06
BRN,7,2.978093569147291e-06
WQZ,7,2.978093569147291e-06
POU,6,2.552651630697678e-06
VAD,6,2.552651630697678e-06
ARB,6,2.552651630697678e-06
BBD,6,2.552651630697678e-06
SC1,6,2.552651630697678e-06
HST,6,2.552651630697678e-06
JEF,6,2.552651630697678e-06
STF,6,2.552651630697678e-06
CCC,6,2.552651630697678e-06
LKV,6,2.552651630697678e-06
KMQ,6,2.552651630697678e-06
PA6,6,2.552651630697678e-06
IN2,6,2.552651630697678e-06
BOD,6,2.552651630697678e-06
SGH,6,2.552651630697678e-06
IN6,6,2.552651630697678e-06
YPS,6,2.552651630697678e-06
THV,6,2.552651630697678e-06
KKU,6,2.552651630697678e-06
RSP,6,2.552651630697678e-06
A37,6,2.552651630697678e-06
BTS,6,2.552651630697678e-06
FWH,6,2.552651630697678e-06
OSH,6,2.552651630697678e-06
MXL,6,2.552651630697678e-06
MTO,6,2.552651630697678e-06
CT1,6,2.552651630697678e-06
NY5,6,2.552651630697678e-06
ZSW,6,2.552651630697678e-06
A34,6,2.552651630697678e-06
CWB,6,2.552651630697678e-06
RBD,6,2.552651630697678e-06
ISS,6,2.552651630697678e-06
HBI,6,2.552651630697678e-06
AUZ,6,2.552651630697678e-06
PMV,6,2.552651630697678e-06
LOZ,6,2.552651630697678e-06
LOT,6,2.552651630697678e-06
VA8,6,2.552651630697678e-06
MA1,6,2.552651630697678e-06
GOA,6,2.552651630697678e-06
QPG,6,2.552651630697678e-06
TYM,6,2.552651630697678e-06
MI2,6,2.552651630697678e-06
VWE,6,2.552651630697678e-06
VWD,6,2.552651630697678e-06
DE2,6,2.552651630697678e-06
ME2,6,2.552651630697678e-06
NTR,6,2.552651630697678e-06
WAR,6,2.552651630697678e-06
KY5,6,2.552651630697678e-06
YQU,6,2.552651630697678e-06
SMR,6,2.552651630697678e-06
CJS,6,2.552651630697678e-06
KIV,6,2.552651630697678e-06
CRE,6,2.552651630697678e-06
II3,6,2.552651630697678e-06
XXP,5,2.127209692248065e-06
FDK,5,2.127209692248065e-06
FDH,5,2.127209692248065e-06
MZO,5,2.127209692248065e-06
INN,5,2.127209692248065e-06
MMT,5,2.127209692248065e-06
ERV,5,2.127209692248065e-06
ERF,5,2.127209692248065e-06
NHK,5,2.127209692248065e-06
YDS,5,2.127209692248065e-06
MJX,5,2.127209692248065e-06
WKR,5,2.127209692248065e-06
NPA,5,2.127209692248065e-06
ELN,5,2.127209692248065e-06
YFC,5,2.127209692248065e-06
EKX,5,2.127209692248065e-06
NTU,5,2.127209692248065e-06
TIK,5,2.127209692248065e-06
WA3,5,2.127209692248065e-06
MHE,5,2.127209692248065e-06
MFM,5,2.127209692248065e-06
