fl_date,frequency,relative_frequency
2018-11-10,17440,0.0010949625756985488
2018-11-03,17421,0.0010937696692227305
2019-02-16,17408,0.0010929534700550652
2018-12-25,17265,0.0010839752792107479
2018-02-17,17101,0.0010736786127878946
2018-12-15,17021,0.0010686558486791857
2018-12-01,17019,0.001068530279576468
2018-01-06,17002,0.0010674629422033673
2018-12-08,16923,0.0010625029626460173
2018-09-01,16831,0.001056726783921002
2019-11-29,16794,0.001054403755520724
2019-01-12,16773,0.001053085279942188
2019-02-09,16741,0.0010510761742987043
2019-01-26,16727,0.0010501971905796804
2018-01-04,16626,0.0010438559508924353
2018-11-23,16463,0.0010336220690209408
2019-02-02,16397,0.001029478288631256
2019-01-19,16370,0.0010277831057445667
2018-02-10,16220,0.0010183654230407374
2018-01-27,16109,0.0010113963378399037
2018-01-20,16101,0.001010894061429033
2018-02-03,16026,0.0010061852200771184
2018-01-13,15740,0.0009882288383884837
2019-11-28,13754,0.0008635387193897844
2018-11-22,13323,0.0008364785777541149
