fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2018-05-30,AA,AA_CODESHARE,AA,4794,PT,N669MB,4794,11699,FLO,"Florence, SC",11057,CLT,"Charlotte, NC",1803,1802,-1,31,1833,1912,7,1908,1919,11,0,,0,N,65,77,39,1,99,,,,,,,,,
2018-04-20,WN,WN,WN,1009,WN,N767SW,1009,11884,GEG,"Spokane, WA",14831,SJC,"San Jose, CA",1800,1912,72,8,1920,2109,2,2005,2111,66,0,,0,N,125,119,109,1,742,0,0,0,0,66,,,,
2019-02-07,UA,UA_CODESHARE,UA,3896,ZW,N466AW,3896,14711,SCE,"State College, PA",12264,IAD,"Washington, DC",615,608,-7,5,613,645,5,721,650,-31,0,,0,N,66,42,32,1,133,,,,,,,,,
2018-02-03,WN,WN,WN,4528,WN,N955WN,4528,13796,OAK,"Oakland, CA",14679,SAN,"San Diego, CA",1940,1941,1,16,1957,2101,3,2105,2104,-1,0,,0,N,85,83,64,1,446,,,,,,,,,
2018-04-23,AA,AA,AA,2382,AA,N820NN,2382,11057,CLT,"Charlotte, NC",10821,BWI,"Baltimore, MD",2009,2008,-1,18,2026,2120,5,2135,2125,-10,0,,0,N,86,77,54,1,361,,,,,,,,,
2018-08-01,AA,AA_CODESHARE,AA,4571,YX,N422YX,4571,10994,CHS,"Charleston, SC",13303,MIA,"Miami, FL",1849,1842,-7,18,1900,2013,9,2034,2022,-12,0,,0,N,105,100,73,1,489,,,,,,,,,
2019-04-05,AA,AA_CODESHARE,AA,5663,OH,N260JS,5663,11042,CLE,"Cleveland, OH",11278,DCA,"Washington, DC",1725,1721,-4,8,1729,1825,2,1849,1827,-22,0,,0,N,84,66,56,1,310,,,,,,,,,
2018-05-23,WN,WN,WN,850,WN,N8680C,850,12264,IAD,"Washington, DC",11292,DEN,"Denver, CO",535,535,0,12,547,701,8,725,709,-16,0,,0,N,230,214,194,1,1452,,,,,,,,,
2019-10-13,WN,WN,WN,3350,WN,N8609A,3350,12191,HOU,"Houston, TX",11278,DCA,"Washington, DC",1135,1135,0,27,1202,1520,5,1535,1525,-10,0,,0,N,180,170,138,1,1218,,,,,,,,,
2018-10-29,UA,UA_CODESHARE,UA,5518,OO,N150SY,5518,13930,ORD,"Chicago, IL",10693,BNA,"Nashville, TN",1755,1750,-5,27,1817,1913,6,1935,1919,-16,0,,0,N,100,89,56,1,409,,,,,,,,,
2019-10-08,WN,WN,WN,1382,WN,N8679A,1382,11066,CMH,"Columbus, OH",12889,LAS,"Las Vegas, NV",620,622,2,12,634,725,8,740,733,-7,0,,0,N,260,251,231,1,1771,,,,,,,,,
2018-05-22,UA,UA_CODESHARE,UA,5902,OO,N871AS,5902,14696,SBN,"South Bend, IN",13930,ORD,"Chicago, IL",1835,1824,-11,27,1851,1823,13,1835,1836,1,0,,0,N,60,72,32,1,84,,,,,,,,,
2018-10-14,AA,AA,AA,2636,AA,N924AN,2636,11298,DFW,"Dallas/Fort Worth, TX",10423,AUS,"Austin, TX",1905,1946,41,83,2109,2213,7,2012,2220,128,0,,0,N,67,154,64,1,190,11,0,87,0,30,,,,
2019-01-10,WN,WN,WN,175,WN,N701GS,175,14908,SNA,"Santa Ana, CA",13796,OAK,"Oakland, CA",1940,1940,0,17,1957,2100,5,2105,2105,0,0,,0,N,85,85,63,1,371,,,,,,,,,
2019-08-23,NK,NK,NK,1704,NK,N901NK,1704,11057,CLT,"Charlotte, NC",10821,BWI,"Baltimore, MD",1130,1126,-4,23,1149,1243,8,1247,1251,4,0,,0,N,77,85,54,1,361,,,,,,,,,
2018-05-30,AA,AA_CODESHARE,AA,5843,YV,N934FJ,5843,11298,DFW,"Dallas/Fort Worth, TX",14730,SDF,"Louisville, KY",2020,2027,7,21,2048,2328,5,2325,2333,8,0,,0,N,125,126,100,1,733,,,,,,,,,
2018-12-07,DL,DL,DL,1350,DL,N906DE,1350,10397,ATL,"Atlanta, GA",10994,CHS,"Charleston, SC",950,949,-1,15,1004,1046,4,1059,1050,-9,0,,0,N,69,61,42,1,259,,,,,,,,,
2019-10-31,AA,AA,AA,32,AA,N115NN,32,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",1330,1328,-2,17,1345,2151,17,2159,2208,9,0,,0,N,329,340,306,1,2475,,,,,,,,,
2019-01-28,NK,NK,NK,283,NK,N504NK,283,10874,CAK,"Akron, OH",14635,RSW,"Fort Myers, FL",600,559,-1,12,611,834,6,849,840,-9,0,,0,N,169,161,143,1,991,,,,,,,,,
2018-11-13,AA,AA,AA,300,AA,N116AN,300,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",2000,2032,32,50,2122,12,10,2341,22,41,0,,0,N,401,410,350,1,2475,0,0,9,0,32,,,,
2018-10-18,UA,UA_CODESHARE,UA,4757,AX,N11113,4757,14674,SAF,"Santa Fe, NM",11292,DEN,"Denver, CO",1315,1310,-5,18,1328,1414,10,1434,1424,-10,0,,0,N,79,74,46,1,303,,,,,,,,,
2018-07-08,UA,UA_CODESHARE,UA,4321,EV,N10575,4321,10185,AEX,"Alexandria, LA",12266,IAH,"Houston, TX",1220,1414,114,12,1426,1518,7,1323,1525,122,0,,0,N,63,71,52,1,190,8,106,8,0,0,1212.0,32,32,
2019-06-09,AA,AA,AA,1775,AA,N832AW,1775,11057,CLT,"Charlotte, NC",11278,DCA,"Washington, DC",1654,1654,0,34,1728,1823,3,1829,1826,-3,0,,0,N,95,92,55,1,331,,,,,,,,,
2019-02-27,UA,UA_CODESHARE,UA,4677,AX,N41104,4677,13930,ORD,"Chicago, IL",10792,BUF,"Buffalo, NY",745,740,-5,44,824,1025,3,1024,1028,4,0,,0,N,99,108,61,1,473,,,,,,,,,
2018-05-13,AA,AA,AA,1659,AA,N959UW,1659,14100,PHL,"Philadelphia, PA",12953,LGA,"New York, NY",1124,1125,1,13,1138,1200,11,1233,1211,-22,0,,0,N,69,46,22,1,96,,,,,,,,,
2018-10-26,DL,DL,DL,2178,DL,N910AT,2178,12953,LGA,"New York, NY",15304,TPA,"Tampa, FL",1930,1925,-5,21,1946,2220,5,2240,2225,-15,0,,0,N,190,180,154,1,1010,,,,,,,,,
2018-08-08,DL,DL_CODESHARE,DL,4751,OO,N448SW,4751,11898,GFK,"Grand Forks, ND",13487,MSP,"Minneapolis, MN",1720,1705,-15,11,1716,1809,4,1844,1813,-31,0,,0,N,84,68,53,1,284,,,,,,,,,
2018-12-05,DL,DL,DL,1587,DL,N948AT,1587,10397,ATL,"Atlanta, GA",13232,MDW,"Chicago, IL",1620,1617,-3,15,1632,1709,7,1716,1716,0,0,,0,N,116,119,97,1,591,,,,,,,,,
2018-05-28,WN,WN,WN,5734,WN,N205WN,5734,13891,ONT,"Ontario, CA",14893,SMF,"Sacramento, CA",2020,2013,-7,6,2019,2121,3,2135,2124,-11,0,,0,N,75,71,62,1,390,,,,,,,,,
2018-07-28,UA,UA,UA,1114,UA,N53441,1114,11292,DEN,"Denver, CO",12266,IAH,"Houston, TX",1010,1005,-5,15,1020,1310,7,1333,1317,-16,0,,0,N,143,132,110,1,862,,,,,,,,,
2018-06-25,AA,AA_CODESHARE,AA,3607,MQ,N800AE,3607,11298,DFW,"Dallas/Fort Worth, TX",15074,SWO,"Stillwater, OK",1245,1239,-6,19,1258,1338,3,1353,1341,-12,0,,0,N,68,62,40,1,225,,,,,,,,,
2019-02-15,AA,AA,AA,2720,AA,N352PS,2720,11298,DFW,"Dallas/Fort Worth, TX",13303,MIA,"Miami, FL",2041,2045,4,17,2102,11,5,22,16,-6,0,,0,N,161,151,129,1,1121,,,,,,,,,
2018-03-29,WN,WN,WN,1952,WN,N492WN,1952,13796,OAK,"Oakland, CA",10800,BUR,"Burbank, CA",815,812,-3,12,824,911,1,925,912,-13,0,,0,N,70,60,47,1,325,,,,,,,,,
2019-12-03,DL,DL,DL,1645,DL,N836DN,1645,10397,ATL,"Atlanta, GA",14747,SEA,"Seattle, WA",1020,1017,-3,13,1030,1226,11,1307,1237,-30,0,,0,N,347,320,296,1,2182,,,,,,,,,
2019-10-02,AA,AA,AA,1533,AA,N971NN,1533,14100,PHL,"Philadelphia, PA",13303,MIA,"Miami, FL",820,818,-2,22,840,1049,13,1117,1102,-15,0,,0,N,177,164,129,1,1013,,,,,,,,,
2019-11-17,AA,AA,AA,793,AA,N171US,793,11057,CLT,"Charlotte, NC",14100,PHL,"Philadelphia, PA",1649,1639,-10,23,1702,1812,12,1836,1824,-12,0,,0,N,107,105,70,1,449,,,,,,,,,
2019-05-19,UA,UA,UA,207,UA,N510UA,207,10721,BOS,"Boston, MA",14771,SFO,"San Francisco, CA",805,757,-8,17,814,1113,8,1140,1121,-19,0,,0,N,395,384,359,1,2704,,,,,,,,,
2019-10-26,UA,UA_CODESHARE,UA,3980,EV,N11547,3980,12266,IAH,"Houston, TX",10185,AEX,"Alexandria, LA",1940,1938,-2,13,1951,2028,10,2043,2038,-5,0,,0,N,63,60,37,1,190,,,,,,,,,
2019-10-28,DL,DL,DL,1532,DL,N997DL,1532,11423,DSM,"Des Moines, IA",10397,ATL,"Atlanta, GA",1719,1714,-5,12,1726,2006,15,2029,2021,-8,0,,0,N,130,127,100,1,743,,,,,,,,,
2019-01-17,UA,UA,UA,484,UA,N17122,484,12264,IAD,"Washington, DC",12266,IAH,"Houston, TX",1255,1250,-5,21,1311,1518,3,1525,1521,-4,0,,0,N,210,211,187,1,1190,,,,,,,,,
2019-08-17,UA,UA_CODESHARE,UA,5999,OO,N906EV,5999,11648,FCA,"Kalispell, MT",11292,DEN,"Denver, CO",1037,1032,-5,13,1045,1224,8,1246,1232,-14,0,,0,N,129,120,99,1,752,,,,,,,,,
2019-01-24,AS,AS_CODESHARE,AS,2645,QX,N637QX,2645,14057,PDX,"Portland, OR",14893,SMF,"Sacramento, CA",1825,1819,-6,17,1836,1946,9,2000,1955,-5,0,,0,N,95,96,70,1,479,,,,,,,,,
2018-12-14,UA,UA,UA,1757,UA,N78511,1757,12889,LAS,"Las Vegas, NV",14771,SFO,"San Francisco, CA",1317,1536,139,56,1632,1742,5,1453,1747,174,0,,0,N,96,131,70,1,414,0,0,151,0,23,,,,
2019-06-28,UA,UA_CODESHARE,UA,4529,G7,N165GJ,4529,14893,SMF,"Sacramento, CA",11292,DEN,"Denver, CO",1601,1555,-6,16,1611,1931,7,1922,1938,16,0,,0,N,141,163,140,1,909,0,0,16,0,0,,,,
2018-07-02,UA,UA_CODESHARE,UA,3401,YX,N979RP,3401,11057,CLT,"Charlotte, NC",11618,EWR,"Newark, NJ",1125,1123,-2,23,1146,1308,7,1328,1315,-13,0,,0,N,123,112,82,1,529,,,,,,,,,
2019-06-27,UA,UA_CODESHARE,UA,4545,G7,N153GJ,4545,11292,DEN,"Denver, CO",13502,MTJ,"Montrose/Delta, CO",2015,2009,-6,22,2031,2109,4,2123,2113,-10,0,,0,N,68,64,38,1,196,,,,,,,,,
2019-04-26,UA,UA,UA,704,UA,N45440,704,12266,IAH,"Houston, TX",11618,EWR,"Newark, NJ",1835,2140,185,16,2156,148,8,2305,156,171,0,,0,N,210,196,172,1,1400,6,0,0,0,165,,,,
2019-11-15,DL,DL_CODESHARE,DL,5387,9E,N301PQ,5387,12953,LGA,"New York, NY",14492,RDU,"Raleigh/Durham, NC",630,622,-8,20,642,758,9,820,807,-13,0,,0,N,110,105,76,1,431,,,,,,,,,
2019-01-14,AA,AA_CODESHARE,AA,4691,YX,N109HQ,4691,11278,DCA,"Washington, DC",11066,CMH,"Columbus, OH",2200,2149,-11,22,2211,2301,9,2323,2310,-13,0,,0,N,83,81,50,1,323,,,,,,,,,
2019-11-05,AA,AA,AA,1617,AA,N758US,1617,11298,DFW,"Dallas/Fort Worth, TX",13198,MCI,"Kansas City, MO",852,846,-6,19,905,1013,5,1030,1018,-12,0,,0,N,98,92,68,1,460,,,,,,,,,
2019-05-01,AS,AS,AS,1259,AS,N921VA,1259,14771,SFO,"San Francisco, CA",14747,SEA,"Seattle, WA",830,828,-2,20,848,1036,8,1045,1044,-1,0,,0,N,135,136,108,1,679,,,,,,,,,
2019-11-19,WN,WN,WN,1750,WN,N787SA,1750,12889,LAS,"Las Vegas, NV",10800,BUR,"Burbank, CA",705,702,-3,13,715,803,1,815,804,-11,0,,0,N,70,62,48,1,223,,,,,,,,,
2018-06-30,B6,B6,B6,47,B6,N535JB,47,10299,ANC,"Anchorage, AK",14057,PDX,"Portland, OR",2359,2357,-2,13,10,412,4,434,416,-18,0,,0,N,215,199,182,1,1542,,,,,,,,,
2018-03-08,AA,AA,AA,2283,AA,N9619V,2283,11298,DFW,"Dallas/Fort Worth, TX",15624,VPS,"Valparaiso, FL",1050,1042,-8,14,1056,1220,4,1246,1224,-22,0,,0,N,116,102,84,1,641,,,,,,,,,
2018-11-15,WN,WN,WN,2173,WN,N479WN,2173,11697,FLL,"Fort Lauderdale, FL",15016,STL,"St. Louis, MO",1945,2124,99,14,2138,2255,3,2135,2258,83,0,,0,N,170,154,137,1,1057,1,0,0,0,82,,,,
2018-06-25,DL,DL_CODESHARE,DL,4470,OO,N802SK,4470,11433,DTW,"Detroit, MI",13342,MKE,"Milwaukee, WI",2005,2003,-2,17,2020,2004,3,2020,2007,-13,0,,0,N,75,64,44,1,237,,,,,,,,,
2019-07-01,DL,DL,DL,2096,DL,N315NB,2096,13487,MSP,"Minneapolis, MN",12953,LGA,"New York, NY",900,857,-3,13,910,1223,4,1244,1227,-17,0,,0,N,164,150,133,1,1020,,,,,,,,,
2018-11-08,UA,UA_CODESHARE,UA,6129,YV,N88330,6129,12266,IAH,"Houston, TX",11540,ELP,"El Paso, TX",1210,1214,4,21,1235,1316,3,1314,1319,5,0,,0,N,124,125,101,1,667,,,,,,,,,
2019-04-12,DL,DL_CODESHARE,DL,3686,OO,N276SY,3686,13871,OMA,"Omaha, NE",11433,DTW,"Detroit, MI",610,613,3,8,621,858,10,915,908,-7,0,,0,N,125,115,97,1,651,,,,,,,,,
2019-11-15,AA,AA,AA,2496,AA,N816AW,2496,11278,DCA,"Washington, DC",13244,MEM,"Memphis, TN",2035,2030,-5,15,2045,2129,3,2204,2132,-32,0,,0,N,149,122,104,1,762,,,,,,,,,
2019-06-21,NK,NK,NK,481,NK,N605NK,481,13495,MSY,"New Orleans, LA",12889,LAS,"Las Vegas, NV",1625,1655,30,17,1712,1829,6,1808,1835,27,0,,0,N,223,220,197,1,1500,0,0,27,0,0,,,,
2019-07-30,HA,HA,HA,517,HA,N495HA,517,12758,KOA,"Kona, HI",12173,HNL,"Honolulu, HI",1909,1858,-11,9,1907,1935,6,1956,1941,-15,0,,0,N,47,43,28,1,163,,,,,,,,,
2019-06-15,WN,WN,WN,4014,WN,N8501V,4014,10821,BWI,"Baltimore, MD",10140,ABQ,"Albuquerque, NM",2010,2015,5,8,2023,2223,3,2215,2226,11,0,,0,N,245,251,240,1,1670,,,,,,,,,
2018-12-17,AA,AA,AA,429,AA,N722US,429,12478,JFK,"New York, NY",11057,CLT,"Charlotte, NC",1255,1249,-6,19,1308,1430,6,1455,1436,-19,0,,0,N,120,107,82,1,541,,,,,,,,,
2019-04-05,WN,WN,WN,797,WN,N8679A,797,10721,BOS,"Boston, MA",10423,AUS,"Austin, TX",1200,1205,5,11,1216,1513,6,1545,1519,-26,0,,0,N,285,254,237,1,1698,,,,,,,,,
2019-06-01,WN,WN,WN,2656,WN,N8527Q,2656,13232,MDW,"Chicago, IL",12892,LAX,"Los Angeles, CA",1935,1953,18,21,2014,2217,6,2205,2223,18,0,,0,N,270,270,243,1,1750,7,0,0,0,11,,,,
2019-10-19,HA,HA,HA,323,HA,N488HA,323,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1419,1423,4,18,1441,1502,7,1502,1509,7,0,,0,N,43,46,21,1,102,,,,,,,,,
2019-03-05,UA,UA,UA,1106,UA,N403UA,1106,14771,SFO,"San Francisco, CA",14908,SNA,"Santa Ana, CA",730,727,-3,14,741,845,7,900,852,-8,0,,0,N,90,85,64,1,372,,,,,,,,,
2018-04-01,WN,WN,WN,3132,WN,N483WN,3132,11259,DAL,"Dallas, TX",13495,MSY,"New Orleans, LA",1515,1512,-3,12,1524,1620,6,1635,1626,-9,0,,0,N,80,74,56,1,436,,,,,,,,,
2018-05-17,UA,UA_CODESHARE,UA,4834,ZW,N462AW,4834,13930,ORD,"Chicago, IL",11721,FNT,"Flint, MI",2116,2126,10,23,2149,2325,5,2326,2330,4,0,,0,N,70,64,36,1,223,,,,,,,,,
2018-08-13,AA,AA_CODESHARE,AA,4800,PT,N600BP,4800,14100,PHL,"Philadelphia, PA",11995,GSO,"Greensboro/High Point, NC",1325,1500,95,17,1517,1619,7,1458,1626,88,0,,0,N,93,86,62,1,365,0,0,88,0,0,,,,
2018-04-18,UA,UA,UA,1754,UA,N855UA,1754,12266,IAH,"Houston, TX",13495,MSY,"New Orleans, LA",1155,1202,7,12,1214,1259,3,1306,1302,-4,0,,0,N,71,60,45,1,305,,,,,,,,,
2018-02-22,AA,AA,AA,53,AA,N951AA,53,13930,ORD,"Chicago, IL",15304,TPA,"Tampa, FL",729,722,-7,15,737,1056,5,1104,1101,-3,0,,0,N,155,159,139,1,1012,,,,,,,,,
2018-03-11,AA,AA_CODESHARE,AA,5991,YV,N932LR,5991,13244,MEM,"Memphis, TN",11298,DFW,"Dallas/Fort Worth, TX",1219,1225,6,12,1237,1355,10,1400,1405,5,0,,0,N,101,100,78,1,431,,,,,,,,,
2018-03-12,DL,DL_CODESHARE,DL,3291,9E,N924XJ,3291,15249,TLH,"Tallahassee, FL",10397,ATL,"Atlanta, GA",1549,1543,-6,12,1555,1646,11,1703,1657,-6,0,,0,N,74,74,51,1,223,,,,,,,,,
2018-06-02,WN,WN,WN,3266,WN,N436WN,3266,11423,DSM,"Des Moines, IA",15016,STL,"St. Louis, MO",955,1016,21,8,1024,1105,3,1055,1108,13,0,,0,N,60,52,41,1,259,,,,,,,,,
2019-01-05,UA,UA,UA,1197,UA,N37504,1197,14771,SFO,"San Francisco, CA",12266,IAH,"Houston, TX",50,159,69,14,213,715,4,625,719,54,0,,0,N,215,200,182,1,1635,3,0,0,0,51,,,,
2018-08-03,WN,WN,WN,2260,WN,N959WN,2260,15376,TUS,"Tucson, AZ",11292,DEN,"Denver, CO",1525,1525,0,9,1534,1801,12,1815,1813,-2,0,,0,N,110,108,87,1,639,,,,,,,,,
2018-11-29,AS,AS,AS,55,AS,N557AS,55,11630,FAI,"Fairbanks, AK",10299,ANC,"Anchorage, AK",1409,1359,-10,10,1409,1453,3,1514,1456,-18,0,,0,N,65,57,44,1,261,,,,,,,,,
2019-04-24,F9,F9,F9,378,F9,N307FR,378,11292,DEN,"Denver, CO",10994,CHS,"Charleston, SC",741,734,-7,16,750,1237,7,1303,1244,-19,0,,0,N,202,190,167,1,1449,,,,,,,,,
2019-03-16,AA,AA,AA,748,AA,N944UW,748,11278,DCA,"Washington, DC",14100,PHL,"Philadelphia, PA",1846,1834,-12,10,1844,1916,4,1945,1920,-25,0,,0,N,59,46,32,1,119,,,,,,,,,
2018-04-10,DL,DL,DL,1173,DL,N6708D,1173,10397,ATL,"Atlanta, GA",11697,FLL,"Fort Lauderdale, FL",1100,1100,0,23,1123,1252,3,1254,1255,1,0,,0,N,114,115,89,1,581,,,,,,,,,
2019-07-21,AA,AA_CODESHARE,AA,4736,PT,N626AE,4736,12945,LEX,"Lexington, KY",11057,CLT,"Charlotte, NC",1058,1053,-5,16,1109,1208,12,1226,1220,-6,0,,0,N,88,87,59,1,281,,,,,,,,,
2019-07-23,AA,AA_CODESHARE,AA,3069,OO,N719SK,3069,16218,YUM,"Yuma, AZ",14107,PHX,"Phoenix, AZ",1335,1336,1,16,1352,1423,4,1434,1427,-7,0,,0,N,59,51,31,1,160,,,,,,,,,
2019-09-20,AA,AA_CODESHARE,AA,5822,YV,N922FJ,5822,11298,DFW,"Dallas/Fort Worth, TX",11140,CRP,"Corpus Christi, TX",2029,2109,40,56,2205,2259,5,2149,2304,75,0,,0,N,80,115,54,1,354,0,0,49,0,26,,,,
2018-09-05,AA,AA,AA,688,AA,N176UW,688,14100,PHL,"Philadelphia, PA",10721,BOS,"Boston, MA",1749,1749,0,23,1812,1902,7,1923,1909,-14,0,,0,N,94,80,50,1,280,,,,,,,,,
2019-11-13,WN,WN,WN,1070,WN,N734SA,1070,10800,BUR,"Burbank, CA",12889,LAS,"Las Vegas, NV",1730,1725,-5,11,1736,1822,4,1835,1826,-9,0,,0,N,65,61,46,1,223,,,,,,,,,
2019-11-24,DL,DL_CODESHARE,DL,3740,OO,N161PQ,3740,11433,DTW,"Detroit, MI",14576,ROC,"Rochester, NY",1555,1544,-11,16,1600,1651,6,1719,1657,-22,0,,0,N,84,73,51,1,296,,,,,,,,,
2019-04-09,DL,DL,DL,1385,DL,N314DN,1385,10397,ATL,"Atlanta, GA",12889,LAS,"Las Vegas, NV",1439,1445,6,27,1512,1611,5,1616,1616,0,0,,0,N,277,271,239,1,1747,,,,,,,,,
2019-07-22,WN,WN,WN,1742,WN,N467WN,1742,10423,AUS,"Austin, TX",13232,MDW,"Chicago, IL",1625,1645,20,10,1655,1902,2,1900,1904,4,0,,0,N,155,139,127,1,972,,,,,,,,,
2019-07-06,HA,HA,HA,267,HA,N491HA,267,12758,KOA,"Kona, HI",12173,HNL,"Honolulu, HI",1331,1325,-6,8,1333,1401,6,1422,1407,-15,0,,0,N,51,42,28,1,163,,,,,,,,,
2018-07-25,UA,UA_CODESHARE,UA,3530,YX,N635RW,3530,11618,EWR,"Newark, NJ",11433,DTW,"Detroit, MI",2158,,,,,,,2359,,,1,A,0,N,121,,,1,488,,,,,,,,,
2019-03-27,WN,WN,WN,1641,WN,N8668A,1641,12889,LAS,"Las Vegas, NV",10693,BNA,"Nashville, TN",1005,1019,14,11,1030,1534,5,1530,1539,9,0,,0,N,205,200,184,1,1587,,,,,,,,,
2019-07-02,DL,DL,DL,2666,DL,N305DN,2666,11433,DTW,"Detroit, MI",14107,PHX,"Phoenix, AZ",1210,1221,11,11,1232,1258,10,1312,1308,-4,0,,0,N,242,227,206,1,1671,,,,,,,,,
2018-04-28,DL,DL,DL,2851,DL,N970DL,2851,12266,IAH,"Houston, TX",10397,ATL,"Atlanta, GA",1115,1113,-2,9,1122,1353,8,1416,1401,-15,0,,0,N,121,108,91,1,689,,,,,,,,,
2018-06-22,DL,DL_CODESHARE,DL,7399,OO,N8982A,7399,12129,HIB,"Hibbing, MN",13487,MSP,"Minneapolis, MN",1249,1247,-2,11,1258,1332,4,1348,1336,-12,0,,0,N,59,49,34,1,174,,,,,,,,,
2018-06-24,UA,UA_CODESHARE,UA,5015,OO,N929SW,5015,12899,LBF,"North Platte, NE",11292,DEN,"Denver, CO",640,635,-5,11,646,628,8,645,636,-9,0,,0,N,65,61,42,1,228,,,,,,,,,
2018-03-17,AA,AA_CODESHARE,AA,3070,OO,N751SK,3070,13930,ORD,"Chicago, IL",13502,MTJ,"Montrose/Delta, CO",1046,1043,-3,19,1102,1233,5,1259,1238,-21,0,,0,N,193,175,151,1,1081,,,,,,,,,
2018-11-26,WN,WN,WN,4368,WN,N8684F,4368,11292,DEN,"Denver, CO",13871,OMA,"Omaha, NE",1030,1029,-1,12,1041,1243,2,1255,1245,-10,0,,0,N,85,76,62,1,472,,,,,,,,,
2019-12-02,NK,NK,NK,410,NK,N670NK,410,11697,FLL,"Fort Lauderdale, FL",10821,BWI,"Baltimore, MD",730,728,-2,16,744,944,4,1000,948,-12,0,,0,N,150,140,120,1,925,,,,,,,,,
2018-05-10,AA,AA_CODESHARE,AA,2983,OO,N702SK,2983,13930,ORD,"Chicago, IL",13198,MCI,"Kansas City, MO",1655,1706,11,34,1740,1841,5,1831,1846,15,0,,0,N,96,100,61,1,403,11,0,4,0,0,,,,
2019-01-13,DL,DL_CODESHARE,DL,5457,9E,N309PQ,5457,12953,LGA,"New York, NY",11995,GSO,"Greensboro/High Point, NC",1525,1520,-5,29,1549,1710,3,1727,1713,-14,0,,0,N,122,113,81,1,461,,,,,,,,,
2019-05-29,UA,UA_CODESHARE,UA,3932,ZW,N450AW,3932,10408,ATW,"Appleton, WI",11292,DEN,"Denver, CO",600,648,48,16,704,820,9,753,829,36,0,,0,N,173,161,136,1,883,36,0,0,0,0,,,,
2018-05-25,UA,UA_CODESHARE,UA,3622,YX,N741YX,3622,13487,MSP,"Minneapolis, MN",13930,ORD,"Chicago, IL",1140,1135,-5,22,1157,1301,12,1317,1313,-4,0,,0,N,97,98,64,1,334,,,,,,,,,
2018-08-07,AA,AA_CODESHARE,AA,3392,MQ,N810AE,3392,12953,LGA,"New York, NY",12339,IND,"Indianapolis, IN",1135,1143,8,21,1204,1340,4,1358,1344,-14,0,,0,N,143,121,96,1,660,,,,,,,,,
2019-12-18,DL,DL,DL,1615,DL,N948AT,1615,13487,MSP,"Minneapolis, MN",14100,PHL,"Philadelphia, PA",1020,1012,-8,16,1028,1326,4,1356,1330,-26,0,,0,N,156,138,118,1,980,,,,,,,,,
2019-06-13,AA,AA,AA,1320,AA,N549UW,1320,10721,BOS,"Boston, MA",11057,CLT,"Charlotte, NC",1441,1439,-2,14,1453,1655,18,1714,1713,-1,0,,0,N,153,154,122,1,728,,,,,,,,,
2018-10-11,DL,DL,DL,1348,DL,N906DL,1348,12217,HSV,"Huntsville, AL",10397,ATL,"Atlanta, GA",1418,1411,-7,16,1427,1558,7,1613,1605,-8,0,,0,N,55,54,31,1,151,,,,,,,,,
2019-11-02,DL,DL_CODESHARE,DL,5410,9E,N8683B,5410,10397,ATL,"Atlanta, GA",11617,EWN,"New Bern/Morehead/Beaufort, NC",1954,1949,-5,16,2005,2101,2,2126,2103,-23,0,,0,N,92,74,56,1,433,,,,,,,,,
2018-06-11,WN,WN,WN,440,WN,N230WN,440,11066,CMH,"Columbus, OH",10821,BWI,"Baltimore, MD",1120,1127,7,10,1137,1228,3,1240,1231,-9,0,,0,N,80,64,51,1,337,,,,,,,,,
2019-04-01,UA,UA_CODESHARE,UA,3950,ZW,N416AW,3950,13930,ORD,"Chicago, IL",11146,CRW,"Charleston/Dunbar, WV",900,857,-3,21,918,1121,8,1139,1129,-10,0,,0,N,99,92,63,1,416,,,,,,,,,
2019-10-14,DL,DL_CODESHARE,DL,3646,OO,N162PQ,3646,11898,GFK,"Grand Forks, ND",13487,MSP,"Minneapolis, MN",500,451,-9,15,506,552,4,617,556,-21,0,,0,N,77,65,46,1,284,,,,,,,,,
2018-11-25,AA,AA,AA,384,AA,N947AN,384,15304,TPA,"Tampa, FL",13303,MIA,"Miami, FL",737,734,-3,14,748,831,7,845,838,-7,0,,0,N,68,64,43,1,204,,,,,,,,,
2018-09-05,AA,AA,AA,2499,AA,N915NN,2499,11278,DCA,"Washington, DC",13930,ORD,"Chicago, IL",2100,,,,,,,2212,,,1,A,0,N,132,,,1,612,,,,,,,,,
2019-01-27,AA,AA,AA,1274,AA,N908NN,1274,12478,JFK,"New York, NY",11298,DFW,"Dallas/Fort Worth, TX",1229,1223,-6,16,1239,1502,8,1536,1510,-26,0,,0,N,247,227,203,1,1391,,,,,,,,,
